hhidpn,F_4_leisure_07,F_4_leisure_09,F_4_leisure_11,F_4_leisure_13,F_4_leisure_15,F_4_leisure_17,F_4_leisure_19,F_3_leisure_07,F_3_leisure_09,F_3_leisure_11,F_3_leisure_13,F_3_leisure_15,F_3_leisure_17,F_3_leisure_19,F_3_leisuremp_07,F_3_leisuremp_09,F_3_leisuremp_11,F_3_leisuremp_13,F_3_leisuremp_15,F_3_leisuremp_17,F_3_leisuremp_19,agegroup
21227020,14,12,16,14,11,12,16,6,8,8,6,7,8,8,6,8,8,6,3,8,8,1
21302010,2,10,14,2,2,6,,2,6,6,2,2,2,,2,2,6,2,2,2,,1
21332010,16,16,12,8,4,,,8,8,8,4,4,,,8,8,8,4,4,,,1
21349010,11,3,13,3,15,15,11,7,3,5,3,7,7,7,7,3,5,3,7,7,7,1
21349020,16,16,12,16,16,16,15,8,8,8,8,8,8,7,8,8,8,8,8,8,7,1
21368010,13,13,5,13,13,1,9,5,5,1,5,5,1,5,5,5,1,5,5,1,1,1
21410010,10,2,16,6,8,8,8,6,2,8,2,4,4,4,2,2,8,2,4,4,4,1
21583010,9,1,1,1,2,1,1,5,1,1,1,2,1,1,1,1,1,1,2,1,1,1
21583020,10,10,12,12,12,16,10,6,6,8,8,8,8,6,6,6,8,8,8,8,2,1
21629040,6,2,2,2,2,,,2,2,2,2,2,,,2,2,2,2,2,,,0
21668020,,,1,1,,2,,,,1,1,,2,,,,1,1,,2,,1
21671020,12,12,12,10,10,10,10,8,8,8,6,6,6,6,8,8,8,2,2,6,6,1
21675020,12,16,14,14,14,6,1,8,8,6,6,6,2,1,8,8,6,6,6,2,1,1
21693011,16,16,16,6,14,16,10,8,8,8,2,6,8,6,8,8,8,2,6,8,2,1
21721030,,5,14,14,12,9,,,1,6,6,8,5,,,1,6,6,8,1,,0
21746020,14,14,14,14,9,14,14,6,6,6,6,5,6,6,6,6,6,6,5,6,6,1
21749010,16,16,14,14,15,10,9,8,8,6,6,7,6,5,8,8,6,6,7,6,1,1
21774010,12,16,12,11,10,12,4,8,8,8,7,6,8,4,8,8,8,7,6,8,4,1
21791020,4,11,9,11,10,10,10,4,7,5,7,6,6,6,4,3,1,7,6,6,2,1
21791030,12,11,12,16,12,16,12,8,7,8,8,8,8,8,8,7,8,8,8,8,8,1
21922020,7,12,16,16,9,10,16,3,8,8,8,5,6,8,3,4,8,8,5,6,8,1
21922030,16,16,16,16,16,16,13,8,8,8,8,8,8,5,8,8,8,8,8,8,5,1
21997010,16,16,2,1,4,4,3,8,8,2,1,4,4,3,8,8,2,1,4,4,3,1
21997040,12,12,16,12,12,12,16,8,8,8,8,8,8,8,8,8,8,4,8,8,8,0
22026010,12,12,1,9,12,4,1,8,8,1,5,8,4,1,4,8,1,1,8,4,1,1
22026020,1,2,3,2,4,10,4,1,2,3,2,4,6,4,1,2,3,2,4,2,4,1
22034010,12,12,,12,4,12,,8,8,,8,4,8,,4,4,,8,4,8,,1
22034020,12,9,,11,11,12,11,8,5,,7,7,8,7,8,5,,7,7,8,7,1
22060010,6,9,8,10,10,2,12,2,5,4,6,6,2,8,2,1,4,2,2,2,8,1
22113040,12,16,16,16,3,2,8,8,8,8,8,3,2,4,8,8,8,8,3,2,4,1
22182010,16,1,2,1,10,2,1,8,1,2,1,6,2,1,8,1,2,1,2,2,1,1
22182011,2,,10,1,1,,,2,,6,1,1,,,2,,2,1,1,,,1
22241010,12,15,3,7,7,3,7,8,7,3,3,3,3,3,4,7,3,3,3,3,3,1
22261010,14,14,14,13,14,16,13,6,6,6,5,6,8,5,6,6,6,5,6,8,5,1
22330010,6,14,9,9,1,10,13,2,6,5,5,1,6,5,2,6,1,5,1,2,5,1
22330020,14,16,14,16,14,5,13,6,8,6,8,6,1,5,6,8,6,8,6,1,5,1
22335030,12,16,16,12,16,16,16,8,8,8,8,8,8,8,4,8,8,8,8,8,8,1
22375040,12,12,,,,12,12,8,8,,,,8,8,8,8,,,,8,8,1
22388020,1,5,3,1,,,,1,1,3,1,,,,1,1,3,1,,,,1
22420011,12,2,,9,1,12,1,8,2,,5,1,8,1,8,2,,5,1,8,1,1
22450010,16,12,16,16,12,,,8,8,8,8,8,,,8,8,8,8,4,,,1
22492030,1,1,9,9,1,1,9,1,1,5,5,1,1,5,1,1,1,1,1,1,1,0
22516010,4,16,1,10,1,1,9,4,8,1,6,1,1,5,4,8,1,6,1,1,1,1
22523020,15,16,16,16,16,16,15,7,8,8,8,8,8,7,7,8,8,8,8,8,7,1
22523030,16,16,16,12,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
22563020,3,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
22563021,3,16,11,3,16,12,11,3,8,7,3,8,8,7,3,8,7,3,8,4,7,1
22568010,12,2,8,2,2,2,1,8,2,4,2,2,2,1,4,2,4,2,2,2,1,1
22572010,12,12,11,16,12,14,12,8,8,7,8,8,6,8,8,8,7,8,8,6,4,1
22574010,15,11,15,12,11,11,13,7,7,7,8,7,7,5,7,7,7,8,7,3,5,1
22574020,12,16,16,16,16,15,16,8,8,8,8,8,7,8,8,8,8,8,8,7,8,1
22579010,12,10,12,16,12,2,4,8,6,8,8,8,2,4,4,2,8,8,4,2,4,1
22589040,15,11,1,9,9,1,,7,7,1,5,5,1,,7,3,1,1,5,1,,1
22659011,1,12,10,10,2,1,6,1,8,6,6,2,1,2,1,4,2,2,2,1,2,1
22738010,12,16,16,16,12,12,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,1
22738020,12,12,11,3,1,10,1,8,8,7,3,1,6,1,4,4,3,3,1,6,1,1
22795010,2,4,,,4,,,2,4,,,4,,,2,4,,,4,,,1
22879030,3,1,9,9,,3,,3,1,5,5,,3,,3,1,1,1,,3,,1
22912030,16,11,12,11,12,10,1,8,7,8,7,8,6,1,8,7,8,7,8,6,1,0
23042011,13,11,9,9,12,,3,5,7,5,5,8,,3,5,3,1,1,8,,3,0
23105010,10,9,10,12,10,12,,6,5,6,8,6,8,,6,5,6,8,6,4,,1
23105020,16,11,8,3,11,11,1,8,7,4,3,7,7,1,8,3,4,3,3,3,1,1
23186010,3,9,,,13,,11,3,5,,,5,,7,3,1,,,5,,7,1
23186040,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
23201040,15,1,,2,16,16,,7,1,,2,8,8,,7,1,,2,8,8,,1
23212010,12,11,11,12,11,11,11,8,7,7,8,7,7,7,4,3,7,4,7,7,7,1
23212020,11,10,12,10,9,14,9,7,6,8,6,5,6,5,3,2,8,2,1,6,1,1
23254030,9,16,10,10,1,2,2,5,8,6,6,1,2,2,1,8,2,2,1,2,2,1
23254031,,,1,1,1,,,,,1,1,1,,,,,1,1,1,,,1
23344020,,,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,1
23366010,2,2,10,4,2,12,2,2,2,6,4,2,8,2,2,2,2,4,2,8,2,1
23366020,9,1,1,3,10,12,10,5,1,1,3,6,8,6,1,1,1,3,6,4,2,1
23425010,16,15,16,15,9,9,15,8,7,8,7,5,5,7,8,7,8,7,5,1,7,1
23488010,,3,16,12,16,12,,,3,8,8,8,8,,,3,8,8,8,4,,1
23605020,12,4,12,4,15,12,11,8,4,8,4,7,8,7,4,4,4,4,7,4,3,1
23605030,10,10,10,12,10,10,,6,6,6,8,6,6,,2,2,6,8,2,6,,0
23640010,12,12,9,12,11,10,9,8,8,5,8,7,6,5,8,8,1,8,7,6,5,1
23678020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23678030,14,1,3,2,2,2,10,6,1,3,2,2,2,6,6,1,3,2,2,2,6,1
23756040,10,10,10,10,10,2,6,6,6,6,6,6,2,2,6,6,2,2,2,2,2,1
23817010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23844010,11,12,12,11,16,12,,7,8,8,7,8,8,,3,4,4,3,8,4,,1
24056010,10,1,14,6,1,5,1,6,1,6,2,1,1,1,2,1,6,2,1,1,1,1
24058011,12,12,16,12,16,16,10,8,8,8,8,8,8,6,8,8,8,8,8,8,6,0
24089020,10,12,10,10,16,10,2,6,8,6,6,8,6,2,2,4,2,2,8,2,2,1
24132010,2,1,,5,5,9,,2,1,,1,1,5,,2,1,,1,1,1,,1
24132020,4,10,,2,1,2,,4,6,,2,1,2,,4,2,,2,1,2,,1
24187010,4,11,9,11,1,1,,4,7,5,7,1,1,,4,3,1,7,1,1,,1
24187020,12,4,4,12,16,12,12,8,4,4,8,8,8,8,4,4,4,4,8,8,8,1
24231010,4,4,4,16,16,1,5,4,4,4,8,8,1,1,4,4,4,8,8,1,1,1
24231020,12,15,12,12,15,15,16,8,7,8,8,7,7,8,4,7,4,8,7,7,8,1
24249020,1,8,,2,10,,,1,4,,2,6,,,1,4,,2,2,,,1
24280030,10,1,14,10,4,12,12,6,1,6,6,4,8,8,6,1,6,2,4,4,4,1
24341010,10,,1,9,1,9,,6,,1,5,1,5,,2,,1,1,1,1,,1
24407010,4,2,2,2,3,3,1,4,2,2,2,3,3,1,4,2,2,2,3,3,1,1
24417010,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,1
24417020,16,10,10,10,14,14,14,8,6,6,6,6,6,6,8,2,6,6,6,6,6,1
24420020,14,4,10,10,2,2,,6,4,6,6,2,2,,6,4,2,2,2,2,,1
24440010,1,1,2,2,9,9,1,1,1,2,2,5,5,1,1,1,2,2,1,1,1,1
24551010,9,12,10,2,15,5,13,5,8,6,2,7,1,5,1,8,6,2,7,1,5,1
24582010,14,16,16,16,12,12,12,6,8,8,8,8,8,8,6,8,8,8,8,8,8,1
24582040,12,15,16,16,10,12,2,8,7,8,8,6,8,2,4,7,8,8,2,8,2,1
24838010,16,16,4,4,4,8,8,8,8,4,4,4,4,4,8,8,4,4,4,4,4,1
24838040,16,16,16,14,10,16,14,8,8,8,6,6,8,6,8,8,8,6,6,8,6,0
24977010,4,7,1,1,7,3,1,4,3,1,1,3,3,1,4,3,1,1,3,3,1,1
24977020,3,11,4,15,11,4,3,3,7,4,7,7,4,3,3,7,4,7,3,4,3,1
24978010,12,12,12,12,11,11,9,8,8,8,8,7,7,5,4,4,4,4,7,3,5,1
24978020,8,8,3,2,16,8,4,4,4,3,2,8,4,4,4,4,3,2,8,4,4,1
25411010,10,10,11,11,10,,1,6,6,7,7,6,,1,2,2,7,7,6,,1,1
25510030,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,0
30091010,14,14,14,14,14,14,2,6,6,6,6,6,6,2,6,6,6,6,6,6,2,1
30176010,16,12,16,11,9,11,,8,8,8,7,5,7,,8,8,8,7,5,7,,1
30176040,13,15,16,15,12,15,8,5,7,8,7,8,7,4,5,7,8,7,8,7,4,0
30487010,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1
30523020,12,12,12,14,12,10,13,8,8,8,6,8,6,5,8,8,8,6,8,6,5,1
30683030,12,16,16,16,16,16,1,8,8,8,8,8,8,1,4,8,8,8,8,8,1,0
30829011,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1
30904010,12,16,12,14,12,16,16,8,8,8,6,8,8,8,8,8,8,6,8,8,8,1
30904020,16,16,15,11,12,12,,8,8,7,7,8,8,,8,8,7,7,8,8,,1
31059030,10,10,9,12,2,10,10,6,6,5,8,2,6,6,6,6,5,8,2,6,2,0
31126010,16,12,,2,2,1,1,8,8,,2,2,1,1,8,4,,2,2,1,1,1
31274011,6,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
31300040,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,0
31355020,16,16,16,12,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
31378010,12,12,12,10,12,10,10,8,8,8,6,8,6,6,8,8,4,6,4,6,6,1
31450010,13,,13,,5,15,14,5,,5,,1,7,6,5,,5,,1,7,6,1
31460010,2,9,2,16,14,,,2,5,2,8,6,,,2,1,2,8,6,,,1
31552010,12,16,,12,16,15,15,8,8,,8,8,7,7,8,8,,8,8,7,7,1
31552040,12,16,9,16,16,15,15,8,8,5,8,8,7,7,4,8,1,8,8,7,7,0
31632020,6,14,4,16,16,16,16,2,6,4,8,8,8,8,2,6,4,8,8,8,8,1
31686040,4,4,4,,,,,4,4,4,,,,,4,4,4,,,,,0
31815030,10,10,10,10,9,9,,6,6,6,6,5,5,,6,6,6,6,1,1,,1
31929020,16,15,16,9,12,12,,8,7,8,5,8,8,,8,7,8,1,8,4,,1
31995010,9,9,9,9,1,1,,5,5,5,5,1,1,,1,5,1,1,1,1,,1
32058040,1,3,15,16,,,,1,3,7,8,,,,1,3,7,8,,,,0
32157010,9,11,11,13,9,13,9,5,7,7,5,5,5,5,1,3,7,5,1,5,1,1
32157020,12,16,16,1,12,10,1,8,8,8,1,8,6,1,8,8,8,1,8,2,1,1
32266010,15,15,15,13,16,14,16,7,7,7,5,8,6,8,7,7,7,5,8,6,8,1
32321010,7,5,7,5,15,15,9,3,1,3,1,7,7,5,3,1,3,1,7,7,5,1
32321020,16,16,16,12,16,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,1
32372020,10,10,4,2,,2,6,6,6,4,2,,2,2,2,2,4,2,,2,2,1
32414010,16,16,15,16,16,15,16,8,8,7,8,8,7,8,8,8,7,8,8,7,8,1
32441020,4,12,12,9,12,13,,4,8,8,5,8,5,,4,4,8,5,4,5,,1
32449040,9,16,16,16,16,16,16,5,8,8,8,8,8,8,1,8,8,8,8,8,8,0
32481010,,6,6,,5,5,,,2,2,,1,1,,,2,2,,1,1,,1
32481040,2,1,3,2,5,6,2,2,1,3,2,1,2,2,2,1,3,2,1,2,2,0
32542010,11,3,9,1,1,,,7,3,5,1,1,,,3,3,1,1,1,,,1
32687010,16,12,11,16,11,15,15,8,8,7,8,7,7,7,8,8,7,8,7,7,7,1
32800010,12,9,12,12,12,16,,8,5,8,8,8,8,,4,1,8,4,4,8,,1
32918010,14,14,14,14,14,14,6,6,6,6,6,6,6,2,6,6,6,6,6,6,2,1
32918040,16,14,10,10,14,10,10,8,6,6,6,6,6,6,8,6,6,6,6,6,6,0
32937010,16,15,16,16,16,,1,8,7,8,8,8,,1,8,7,8,8,8,,1,1
32937040,4,9,,1,1,,1,4,5,,1,1,,1,4,1,,1,1,,1,0
32991010,2,1,1,1,9,2,9,2,1,1,1,5,2,5,2,1,1,1,1,2,1,1
32991020,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1
33028010,16,16,16,16,16,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,1
33028020,15,15,11,11,9,1,9,7,7,7,7,5,1,5,7,7,7,7,1,1,1,1
33030020,1,8,1,,,,,1,4,1,,,,,1,4,1,,,,,1
33073010,16,13,11,13,10,7,9,8,5,7,5,6,3,5,8,5,3,5,6,3,1,1
33121010,16,16,16,16,16,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,1
33288010,14,9,9,9,9,9,10,6,5,5,5,5,5,6,6,1,5,1,5,1,6,1
33302030,14,14,16,6,8,14,,6,6,8,2,4,6,,6,6,8,2,4,6,,1
33375010,16,16,2,16,10,,,8,8,2,8,6,,,8,8,2,8,2,,,1
33375011,10,2,2,16,8,4,,6,2,2,8,4,4,,2,2,2,8,4,4,,1
33493011,,,,8,1,1,1,,,,4,1,1,1,,,,4,1,1,1,0
33513021,,,,12,12,12,4,,,,8,8,8,4,,,,4,4,8,4,0
33518020,12,12,12,12,11,16,11,8,8,8,8,7,8,7,8,4,8,4,7,8,7,1
33518030,10,4,2,12,16,4,16,6,4,2,8,8,4,8,6,4,2,8,8,4,8,0
33544010,10,10,1,2,,,,6,6,1,2,,,,2,6,1,2,,,,1
33604010,8,6,6,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,1
33833010,12,12,11,9,11,12,12,8,8,7,5,7,8,8,8,4,7,1,3,8,8,1
33888010,2,10,,,6,,,2,6,,,2,,,2,6,,,2,,,1
33914010,8,2,1,5,9,9,2,4,2,1,1,5,5,2,4,2,1,1,1,1,2,1
34034010,,16,16,16,16,16,,,8,8,8,8,8,,,8,8,8,8,8,,1
34095010,16,12,10,16,16,12,14,8,8,6,8,8,8,6,8,8,6,8,8,8,6,1
34135010,16,16,16,16,16,16,15,8,8,8,8,8,8,7,8,8,8,8,8,8,7,1
34222010,10,10,12,9,12,12,10,6,6,8,5,8,8,6,6,6,8,5,8,8,6,1
34222020,16,12,12,12,11,12,10,8,8,8,8,7,8,6,8,8,8,8,3,8,6,1
34270010,16,,13,3,,7,8,8,,5,3,,3,4,8,,5,3,,3,4,1
34274020,11,11,12,11,11,11,11,7,7,8,7,7,7,7,7,7,8,7,7,7,7,1
34285040,16,16,14,6,10,6,16,8,8,6,2,6,2,8,8,8,6,2,2,2,8,0
34338010,12,12,12,16,12,11,10,8,8,8,8,8,7,6,4,4,4,8,4,3,2,1
34338020,11,11,11,11,11,11,,7,7,7,7,7,7,,7,7,7,7,7,7,,1
34353010,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1
34353020,,12,14,12,10,16,12,,8,6,8,6,8,8,,8,6,4,2,8,4,1
34412010,,10,10,10,10,6,1,,6,6,6,6,2,1,,2,6,2,2,2,1,1
34523040,12,16,16,12,16,16,16,8,8,8,8,8,8,8,4,8,8,4,8,8,8,0
34524030,12,12,11,11,12,12,12,8,8,7,7,8,8,8,8,8,3,3,8,8,8,0
34763010,10,10,10,10,2,10,,6,6,6,6,2,6,,2,2,2,2,2,2,,1
34874010,14,14,14,14,10,1,2,6,6,6,6,6,1,2,6,6,6,6,2,1,2,1
34874040,9,12,13,5,11,5,7,5,8,5,1,7,1,3,1,8,5,1,3,1,3,0
34957010,2,15,7,4,4,3,7,2,7,3,4,4,3,3,2,7,3,4,4,3,3,1
35019010,15,15,11,15,15,15,7,7,7,7,7,7,7,3,7,7,7,7,7,7,3,1
35019040,15,16,16,15,16,15,15,7,8,8,7,8,7,7,7,8,8,7,8,7,7,0
35171010,12,16,16,16,12,13,16,8,8,8,8,8,5,8,8,8,8,8,8,5,8,1
35171020,12,16,15,15,16,12,11,8,8,7,7,8,8,7,8,8,7,7,8,8,7,1
35320010,14,13,14,14,5,13,14,6,5,6,6,1,5,6,6,5,6,6,1,5,6,1
35320020,7,9,3,11,9,9,1,3,5,3,7,5,5,1,3,1,3,3,1,1,1,1
35330010,4,10,2,2,14,2,,4,6,2,2,6,2,,4,2,2,2,6,2,,1
35366010,8,16,,2,6,,2,4,8,,2,2,,2,4,8,,2,2,,2,1
35366011,12,12,16,16,16,16,16,8,8,8,8,8,8,8,4,4,8,8,8,8,8,0
35507010,2,4,2,10,2,1,4,2,4,2,6,2,1,4,2,4,2,2,2,1,4,1
35519010,16,14,14,14,14,6,2,8,6,6,6,6,2,2,8,6,6,6,6,2,2,1
35519040,13,13,14,14,16,14,9,5,5,6,6,8,6,5,5,5,6,6,8,6,5,0
35644010,1,1,9,11,9,,,1,1,5,7,5,,,1,1,5,3,5,,,1
35655010,16,16,,,,14,,8,8,,,,6,,8,8,,,,6,,1
35655020,16,8,,,,4,,8,4,,,,4,,8,4,,,,4,,1
35685020,10,10,10,10,10,2,9,6,6,6,6,6,2,5,6,2,6,6,6,2,1,1
35688020,3,9,3,11,2,5,13,3,5,3,7,2,1,5,3,1,3,3,2,1,5,1
35704020,10,10,4,2,2,1,1,6,6,4,2,2,1,1,2,2,4,2,2,1,1,1
35785020,2,6,10,2,2,1,1,2,2,6,2,2,1,1,2,2,2,2,2,1,1,1
35785030,9,10,13,11,9,9,1,5,6,5,7,5,5,1,5,6,5,3,1,5,1,1
35840010,2,14,6,16,6,14,2,2,6,2,8,2,6,2,2,6,2,8,2,6,2,1
35848020,16,,16,,6,14,10,8,,8,,2,6,6,8,,8,,2,6,2,1
35888040,1,2,14,9,9,10,12,1,2,6,5,5,6,8,1,2,6,5,5,6,8,1
35982040,16,,8,,2,,,8,,4,,2,,,8,,4,,2,,,1
36040020,10,10,10,10,1,10,1,6,6,6,6,1,6,1,2,6,2,2,1,2,1,1
36044010,16,16,15,16,16,4,14,8,8,7,8,8,4,6,8,8,7,8,8,4,6,1
36044040,12,12,12,12,10,10,5,8,8,8,8,6,6,1,8,8,8,8,2,6,1,1
36068010,12,6,10,14,14,14,14,8,2,6,6,6,6,6,4,2,2,6,6,6,6,1
36081010,1,9,9,9,10,13,9,1,5,5,5,6,5,5,1,1,1,1,2,5,1,1
36081011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
36151010,11,1,1,1,1,1,1,7,1,1,1,1,1,1,3,1,1,1,1,1,1,1
36203010,16,16,16,12,16,,,8,8,8,8,8,,,8,8,8,8,8,,,1
36218020,16,16,12,12,12,,,8,8,8,8,8,,,8,8,4,8,8,,,1
36233030,16,16,16,16,12,16,9,8,8,8,8,8,8,5,8,8,8,8,8,8,5,1
36234010,16,16,16,16,14,16,16,8,8,8,8,6,8,8,8,8,8,8,6,8,8,1
36245010,1,10,9,1,7,1,1,1,6,5,1,3,1,1,1,2,1,1,3,1,1,1
36275010,8,,,,16,13,,4,,,,8,5,,4,,,,8,5,,1
36345010,16,12,16,16,16,12,,8,8,8,8,8,8,,8,8,8,8,8,8,,1
36408020,2,1,,10,1,5,5,2,1,,6,1,1,1,2,1,,2,1,1,1,1
36408030,4,11,,12,10,16,16,4,7,,8,6,8,8,4,3,,4,6,8,8,1
36413040,12,16,2,14,4,12,16,8,8,2,6,4,8,8,4,8,2,6,4,4,8,1
36495010,16,16,16,4,12,12,4,8,8,8,4,8,8,4,8,8,8,4,4,4,4,1
36495011,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
36499040,14,14,10,,16,16,,6,6,6,,8,8,,6,6,2,,8,8,,0
36667020,14,16,12,12,16,16,15,6,8,8,8,8,8,7,6,8,8,4,8,8,7,1
36763040,2,16,14,14,8,14,6,2,8,6,6,4,6,2,2,8,6,6,4,6,2,0
36798010,2,8,6,4,2,4,4,2,4,2,4,2,4,4,2,4,2,4,2,4,4,1
36798040,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
36866010,6,6,6,6,6,6,14,2,2,2,2,2,2,6,2,2,2,2,2,2,6,1
37055040,6,5,9,2,2,2,12,2,1,5,2,2,2,8,2,1,1,2,2,2,8,0
37101010,1,1,9,,,,,1,1,5,,,,,1,1,1,,,,,1
37203010,11,11,9,11,1,9,9,7,7,5,7,1,5,5,7,3,5,7,1,5,1,1
37217040,2,2,2,,2,10,2,2,2,2,,2,6,2,2,2,2,,2,2,2,0
37257010,12,11,9,10,9,9,1,8,7,5,6,5,5,1,4,7,5,2,1,1,1,1
37298010,15,16,15,16,11,3,5,7,8,7,8,7,3,1,7,8,7,8,7,3,1,1
37352020,,1,1,1,,1,,,1,1,1,,1,,,1,1,1,,1,,1
37359010,16,12,3,10,14,9,9,8,8,3,6,6,5,5,8,8,3,2,6,5,5,1
37359040,6,8,8,16,16,16,,2,4,4,8,8,8,,2,4,4,8,8,8,,0
37417010,5,5,5,5,13,5,5,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1
37428020,12,16,10,9,12,11,11,8,8,6,5,8,7,7,8,8,6,1,8,7,7,1
37431020,5,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,1
37515020,16,8,16,5,16,16,16,8,4,8,1,8,8,8,8,4,8,1,8,8,8,1
37530020,10,12,14,16,10,10,2,6,8,6,8,6,6,2,2,4,6,8,2,2,2,1
37530030,1,12,10,10,12,12,12,1,8,6,6,8,8,8,1,8,6,2,8,4,8,1
37607020,5,14,6,1,10,6,2,1,6,2,1,6,2,2,1,6,2,1,2,2,2,1
37640010,16,12,9,15,15,,13,8,8,5,7,7,,5,8,8,5,7,7,,5,1
37735010,16,16,16,11,3,16,,8,8,8,7,3,8,,8,8,8,3,3,8,,1
37767010,16,16,11,16,9,12,,8,8,7,8,5,8,,8,8,7,8,5,8,,1
37871020,16,16,16,12,12,15,11,8,8,8,8,8,7,7,8,8,8,8,8,7,7,1
37904010,12,,6,14,15,3,4,8,,2,6,7,3,4,8,,2,6,7,3,4,1
37963010,14,14,14,10,10,10,,6,6,6,6,6,6,,6,6,6,6,2,2,,1
38009020,4,12,,,10,1,10,4,8,,,6,1,6,4,4,,,2,1,2,1
38017020,11,15,15,15,,11,,7,7,7,7,,7,,7,7,7,7,,3,,1
38047010,16,8,,6,6,,,8,4,,2,2,,,8,4,,2,2,,,1
38333040,8,16,15,16,15,3,8,4,8,7,8,7,3,4,4,8,7,8,7,3,4,0
38394010,10,5,1,1,9,9,9,6,1,1,1,5,5,5,2,1,1,1,5,5,1,1
38394020,6,9,2,6,6,6,2,2,5,2,2,2,2,2,2,1,2,2,2,2,2,1
38406010,16,16,16,16,16,14,15,8,8,8,8,8,6,7,8,8,8,8,8,6,7,1
38406020,16,12,16,16,16,16,14,8,8,8,8,8,8,6,8,8,8,8,8,8,6,1
38516020,4,1,4,16,12,12,11,4,1,4,8,8,8,7,4,1,4,8,4,4,3,1
38517010,16,16,10,16,16,16,,8,8,6,8,8,8,,8,8,2,8,8,8,,1
38520010,12,12,6,10,16,10,,8,8,2,6,8,6,,4,8,2,6,8,6,,1
38520011,,16,14,12,16,14,,,8,6,8,8,6,,,8,6,8,8,6,,1
38523030,15,13,15,9,11,11,,7,5,7,5,7,7,,7,5,7,1,3,3,,1
38547010,10,14,14,5,16,16,14,6,6,6,1,8,8,6,2,6,6,1,8,8,6,1
38616040,,1,1,1,5,1,9,,1,1,1,1,1,5,,1,1,1,1,1,1,0
38641020,10,10,9,13,13,9,,6,6,5,5,5,5,,2,6,5,5,5,1,,1
38720010,12,12,12,16,16,6,16,8,8,8,8,8,2,8,8,4,8,8,8,2,8,1
38720020,12,12,2,10,12,2,4,8,8,2,6,8,2,4,8,4,2,2,4,2,4,1
38811030,10,2,12,10,10,10,2,6,2,8,6,6,6,2,6,2,8,2,6,6,2,1
38888010,16,16,15,5,15,16,1,8,8,7,1,7,8,1,8,8,7,1,7,8,1,1
38888040,12,12,12,4,16,3,12,8,8,8,4,8,3,8,8,8,4,4,8,3,8,0
38892020,16,11,16,12,12,15,15,8,7,8,8,8,7,7,8,7,8,8,4,7,7,1
38916010,12,10,12,2,14,,,8,6,8,2,6,,,4,2,8,2,6,,,1
38916011,,,4,12,2,4,2,,,4,8,2,4,2,,,4,4,2,4,2,1
38921010,12,12,12,12,12,16,12,8,8,8,8,8,8,8,8,4,8,8,8,8,8,1
38932011,12,12,12,12,10,12,10,8,8,8,8,6,8,6,8,8,8,8,2,8,2,1
38938020,14,6,14,2,1,2,1,6,2,6,2,1,2,1,6,2,6,2,1,2,1,1
39005020,14,16,16,12,12,10,9,6,8,8,8,8,6,5,6,8,8,4,8,2,1,1
39010020,14,12,16,16,9,16,12,6,8,8,8,5,8,8,6,8,8,8,1,8,4,1
39010030,16,12,12,16,12,16,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
39053010,12,12,10,2,,10,2,8,8,6,2,,6,2,8,4,6,2,,2,2,1
39059020,11,12,15,15,15,,,7,8,7,7,7,,,7,4,7,7,7,,,1
39111010,12,11,11,12,12,3,,8,7,7,8,8,3,,8,3,7,4,8,3,,1
39181010,11,12,12,11,3,12,12,7,8,8,7,3,8,8,3,4,4,7,3,4,4,1
39181020,12,16,12,16,16,16,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
39184010,12,12,16,16,12,12,1,8,8,8,8,8,8,1,8,8,8,8,8,8,1,1
